"Row ID","Order Priority","Discount","Unit Price","Shipping Cost","Customer ID","Customer Name","Ship Mode","Customer Segment","Product Category","Product Sub-Category","Product Container","Product Name","Product Base Margin","Country","Region","State or Province","City","Postal Code","Order Date","Ship Date","Order ID","Profit","Quantity ordered new","Sales","by"
19424,"Low",0.1,195.99,3.99,672,"Brian Leach","Regular Air","Small Business","Technology","Telephones and Communication","Small Box","R380",0.58,"United States","Central","Iowa","Newton",50208,2015-02-05,2015-02-12,88173,-655.424,2,308.86,"Order.ID"
25059,"Critical",0.06,161.55,19.99,674,"Albert Frost","Regular Air","Small Business","Office Supplies","Storage & Organization","Small Box","Fellowes Super Stor/Drawer® Files",0.66,"United States","Central","Missouri","Raytown",64133,2015-01-02,2015-01-03,88174,-7.58000000000004,3,485.01,"Order.ID"
19326,"Medium",0.04,15.42,10.68,678,"Edward McKenzie","Express Air","Corporate","Office Supplies","Storage & Organization","Small Box","Decoflex Hanging Personal Folder File, Blue",0.58,"United States","South","Virginia","Rose Hill",24281,2015-04-22,2015-04-23,88889,-109.704,5,81.14,"Order.ID"
21609,"Medium",0.01,3.95,5.13,679,"Katie Dougherty","Regular Air","Corporate","Office Supplies","Appliances","Small Box","Hoover Replacement Belts For Soft Guard™ & Commercial Ltweight Upright Vacs, 2/Pk",0.59,"United States","West","Washington","Spanaway",98387,2015-03-04,2015-03-05,88890,-19.93,2,10.11,"Order.ID"
21610,"Medium",0.02,367.99,19.99,679,"Katie Dougherty","Regular Air","Corporate","Office Supplies","Binders and Binder Accessories","Small Box","Ibico Ibimaster 300 Manual Binding System",0.4,"United States","West","Washington","Spanaway",98387,2015-03-04,2015-03-05,88890,4568.6073,17,6621.17,"Order.ID"
21612,"Medium",0.04,95.99,4.9,680,"Laurence Poe","Regular Air","Corporate","Technology","Telephones and Communication","Small Box","T60",0.56,"United States","West","Washington","Spokane",99207,2015-03-04,2015-03-06,88890,-258.225,3,253.78,"Order.ID"
18555,"Medium",0.06,17.67,8.99,683,"Seth Merrill","Express Air","Small Business","Furniture","Office Furnishings","Small Pack","Executive Impressions 12"" Wall Clock",0.47,"United States","Central","Nebraska","Papillion",68046,2015-04-07,2015-04-08,87765,38.06,4,69.96,"Order.ID"
21411,"Critical",0.07,279.48,35,688,"Ashley Reese","Regular Air","Small Business","Office Supplies","Storage & Organization","Large Box","Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",0.8,"United States","Central","Missouri","Saint Louis",63116,2015-05-16,2015-05-16,88503,-207.28,10,2716.09,"Order.ID"
19325,"Low",0.06,4.18,2.99,688,"Ashley Reese","Regular Air","Small Business","Office Supplies","Binders and Binder Accessories","Small Box","Avery® Durable Slant Ring Binders With Label Holder",0.37,"United States","Central","Missouri","Saint Louis",63116,2015-03-06,2015-03-08,88504,-12.719,5,21.34,"Order.ID"
26321,"Medium",0.07,1.7,1.99,689,"Tommy Honeycutt","Regular Air","Small Business","Technology","Computer Peripherals","Small Pack","BASF Silver 74 Minute CD-R",0.51,"United States","Central","Missouri","Saint Peters",63376,2015-02-04,2015-02-05,88502,-51.42,10,17.42,"Order.ID"
19933,"High",0.09,6.48,6.35,691,"Alicia Curtis","Regular Air","Home Office","Office Supplies","Paper","Small Box","Xerox 200",0.37,"United States","West","Washington","Tacoma",98408,2015-03-21,2015-03-22,89915,-88.6,8,49.81,"Order.ID"
19400,"Low",0.02,500.98,41.44,693,"Richard McClure","Delivery Truck","Small Business","Furniture","Bookcases","Jumbo Box","DMI Eclipse Executive Suite Bookcases",0.66,"United States","West","Colorado","Thornton",80229,2015-03-25,2015-03-25,87811,2568.4629,7,3722.41,"Order.ID"
18736,"Low",0.09,5.34,2.99,693,"Richard McClure","Express Air","Small Business","Office Supplies","Binders and Binder Accessories","Small Box","Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders",0.38,"United States","West","Colorado","Thornton",80229,2015-03-08,2015-03-15,87812,9.486,17,95.1,"Order.ID"
18737,"Low",0.07,140.98,53.48,693,"Richard McClure","Delivery Truck","Small Business","Furniture","Bookcases","Jumbo Box","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",0.65,"United States","West","Colorado","Thornton",80229,2015-03-08,2015-03-15,87812,-263.65,5,734.74,"Order.ID"
18738,"Low",0.06,205.99,5.26,693,"Richard McClure","Regular Air","Small Business","Technology","Telephones and Communication","Small Box","i470",0.56,"United States","West","Colorado","Thornton",80229,2015-03-08,2015-03-15,87812,890.181,11,1882.87,"Order.ID"
18810,"High",0,230.98,23.78,693,"Richard McClure","Delivery Truck","Small Business","Furniture","Tables","Jumbo Box","Bush® Cubix Conference Tables, Fully Assembled",0.6,"United States","West","Colorado","Thornton",80229,2015-05-05,2015-05-07,87813,6095.8602,36,8834.58,"Order.ID"
22613,"Medium",0.06,8.12,2.83,696,"Johnny Reid","Regular Air","Corporate","Technology","Computer Peripherals","Small Pack","Imation Neon Mac Format Diskettes, 10/Pack",0.77,"United States","Central","Indiana","Crown Point",46307,2015-03-27,2015-03-28,89847,-82.83,10,78.54,"Order.ID"
22614,"Medium",0.05,51.65,18.45,696,"Johnny Reid","Regular Air","Corporate","Furniture","Office Furnishings","Medium Box","Deflect-o EconoMat Nonstudded, No Bevel Mat",0.65,"United States","Central","Indiana","Crown Point",46307,2015-03-27,2015-03-28,89847,25.04,12,605.1,"Order.ID"
19225,"Low",0.1,40.48,19.99,696,"Johnny Reid","Regular Air","Corporate","Technology","Computer Peripherals","Small Box","Keytronic Designer 104- Key Black Keyboard",0.77,"United States","Central","Indiana","Crown Point",46307,2015-04-07,2015-04-09,89848,-580.32,9,355.84,"Order.ID"
22616,"Medium",0.1,175.99,8.99,697,"Adam G Sawyer","Regular Air","Corporate","Technology","Telephones and Communication","Small Box","2180",0.57,"United States","Central","Indiana","East Chicago",46312,2015-03-27,2015-03-28,89847,928.9608,10,1346.32,"Order.ID"
25480,"Critical",0.08,14.81,13.32,697,"Adam G Sawyer","Regular Air","Corporate","Office Supplies","Appliances","Small Box","Holmes Replacement Filter for HEPA Air Cleaner, Large Room",0.43,"United States","Central","Indiana","East Chicago",46312,2015-02-07,2015-02-09,89849,-131.6172,20,292.18,"Order.ID"
4613,"Medium",0.06,8.12,2.83,698,"Nelson Hensley","Regular Air","Corporate","Technology","Computer Peripherals","Small Pack","Imation Neon Mac Format Diskettes, 10/Pack",0.77,"United States","West","Washington","Seattle",98105,2015-03-27,2015-03-28,32869,-82.83,41,322.03,"Order.ID"
4614,"Medium",0.05,51.65,18.45,698,"Nelson Hensley","Regular Air","Corporate","Furniture","Office Furnishings","Medium Box","Deflect-o EconoMat Nonstudded, No Bevel Mat",0.65,"United States","West","Washington","Seattle",98105,2015-03-27,2015-03-28,32869,25.04,49,2470.84,"Order.ID"
4616,"Medium",0.1,175.99,8.99,698,"Nelson Hensley","Regular Air","Corporate","Technology","Telephones and Communication","Small Box","2180",0.57,"United States","West","Washington","Seattle",98105,2015-03-27,2015-03-28,32869,930.987,39,5250.66,"Order.ID"
1225,"Low",0.1,40.48,19.99,698,"Nelson Hensley","Regular Air","Corporate","Technology","Computer Peripherals","Small Box","Keytronic Designer 104- Key Black Keyboard",0.77,"United States","West","Washington","Seattle",98105,2015-04-07,2015-04-09,8994,-580.32,36,1423.35,"Order.ID"
7480,"Critical",0.08,14.81,13.32,698,"Nelson Hensley","Regular Air","Corporate","Office Supplies","Appliances","Small Box","Holmes Replacement Filter for HEPA Air Cleaner, Large Room",0.43,"United States","West","Washington","Seattle",98105,2015-02-07,2015-02-09,53410,-253.11,79,1154.12,"Order.ID"
6289,"Medium",0.03,5.28,5.61,699,"Jenny Gold","Regular Air","Consumer","Office Supplies","Paper","Small Box","Xerox 1954",0.4,"United States","West","California","Los Angeles",90041,2015-04-23,2015-04-24,44517,-16.67,5,32.5,"Order.ID"
7733,"Critical",0.02,6.47,1.22,699,"Jenny Gold","Regular Air","Consumer","Office Supplies","Pens & Art Supplies","Wrap Bag","Staples Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",0.4,"United States","West","California","Los Angeles",90041,2015-06-06,2015-06-07,55392,40.2,30,193.95,"Order.ID"
7734,"Critical",0.07,2.84,0.93,699,"Jenny Gold","Regular Air","Consumer","Office Supplies","Pens & Art Supplies","Wrap Bag","SANFORD Liquid Accent™ Tank-Style Highlighters",0.54,"United States","West","California","Los Angeles",90041,2015-06-06,2015-06-08,55392,3.21,59,158.8,"Order.ID"
5140,"High",0.01,7.89,2.82,699,"Jenny Gold","Regular Air","Consumer","Office Supplies","Rubber Bands","Wrap Bag","Staples Vinyl Coated Paper Clips, 800/Box",0.4,"United States","West","California","Los Angeles",90041,2015-06-30,2015-07-01,36647,38.7,32,274.26,"Order.ID"
5141,"High",0.09,3.68,1.32,699,"Jenny Gold","Regular Air","Consumer","Office Supplies","Scissors, Rulers and Trimmers","Wrap Bag","*Staples* vLetter Openers, 2/Pack",0.83,"United States","West","California","Los Angeles",90041,2015-06-30,2015-07-01,36647,-21.91,24,83.16,"Order.ID"
5142,"High",0.1,9.71,9.45,699,"Jenny Gold","Regular Air","Consumer","Office Supplies","Storage & Organization","Small Box","Filing/Storage Totes and Swivel Casters",0.6,"United States","West","California","Los Angeles",90041,2015-06-30,2015-07-03,36647,-119.77,27,261.93,"Order.ID"
4556,"Medium",0.07,5.02,5.14,699,"Jenny Gold","Regular Air","Consumer","Technology","Computer Peripherals","Small Pack","Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",0.79,"United States","West","California","Los Angeles",90041,2015-01-29,2015-01-31,32420,-168.72,42,210.1,"Order.ID"
4557,"Medium",0.07,280.98,57,699,"Jenny Gold","Delivery Truck","Consumer","Furniture","Chairs & Chairmats","Jumbo Drum","Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs",0.78,"United States","West","California","Los Angeles",90041,2015-01-29,2015-01-31,32420,-439.62,23,6499.87,"Order.ID"
448,"Medium",0.1,4.26,1.2,699,"Jenny Gold","Regular Air","Consumer","Office Supplies","Pens & Art Supplies","Wrap Bag","Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",0.44,"United States","West","California","Los Angeles",90041,2015-05-20,2015-05-21,3042,15.42,88,351.56,"Order.ID"
18448,"Medium",0.1,4.26,1.2,700,"Joseph Grossman","Regular Air","Consumer","Office Supplies","Pens & Art Supplies","Wrap Bag","Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",0.44,"United States","West","California","Santa Maria",93454,2015-05-20,2015-05-21,87980,33.924,22,87.89,"Order.ID"
24289,"Medium",0.03,5.28,5.61,702,"Kelly O'Connor","Regular Air","Consumer","Office Supplies","Paper","Small Box","Xerox 1954",0.4,"United States","West","California","Santa Rosa",95404,2015-04-23,2015-04-24,87977,-16.67,1,6.5,"Order.ID"
23140,"High",0.01,7.89,2.82,702,"Kelly O'Connor","Regular Air","Consumer","Office Supplies","Rubber Bands","Wrap Bag","Staples Vinyl Coated Paper Clips, 800/Box",0.4,"United States","West","California","Santa Rosa",95404,2015-06-30,2015-07-01,87979,46.44,8,68.56,"Order.ID"
23141,"High",0.09,3.68,1.32,702,"Kelly O'Connor","Regular Air","Consumer","Office Supplies","Scissors, Rulers and Trimmers","Wrap Bag","*Staples* vLetter Openers, 2/Pack",0.83,"United States","West","California","Santa Rosa",95404,2015-06-30,2015-07-01,87979,-17.528,6,20.79,"Order.ID"
23142,"High",0.1,9.71,9.45,702,"Kelly O'Connor","Regular Air","Consumer","Office Supplies","Storage & Organization","Small Box","Filing/Storage Totes and Swivel Casters",0.6,"United States","West","California","Santa Rosa",95404,2015-06-30,2015-07-03,87979,-95.816,7,67.91,"Order.ID"
25734,"Critical",0.07,2.84,0.93,711,"Pam Anthony","Regular Air","Consumer","Office Supplies","Pens & Art Supplies","Wrap Bag","SANFORD Liquid Accent™ Tank-Style Highlighters",0.54,"United States","East","Massachusetts","Winthrop",2152,2015-06-06,2015-06-08,87978,3.852,15,40.37,"Order.ID"
20789,"Not Specified",0,8.5,1.99,719,"Stephen Lam","Regular Air","Corporate","Technology","Computer Peripherals","Small Pack","Hewlett-Packard 4.7GB DVD+R Discs",0.49,"United States","West","Nevada","Pahrump",89041,2015-02-28,2015-03-02,89344,71.7356,14,122.25,"Order.ID"
20790,"Not Specified",0.03,95.43,19.99,719,"Stephen Lam","Regular Air","Corporate","Office Supplies","Storage & Organization","Small Box","Fellowes Stor/Drawer® Steel Plus™ Storage Drawers",0.79,"United States","West","Nevada","Pahrump",89041,2015-02-28,2015-03-02,89344,-79.3208,2,206.09,"Order.ID"
20633,"Not Specified",0.04,10.64,5.16,721,"Melvin Duke","Regular Air","Corporate","Furniture","Office Furnishings","Small Box","Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",0.57,"United States","Central","Indiana","Frankfort",46041,2015-06-24,2015-06-25,91053,24.096,6,66.9,"Order.ID"
20634,"Not Specified",0.03,2.78,1.34,721,"Melvin Duke","Express Air","Corporate","Office Supplies","Pens & Art Supplies","Wrap Bag","Prang Drawing Pencil Set",0.45,"United States","Central","Indiana","Frankfort",46041,2015-06-24,2015-06-26,91053,6.972,15,43.13,"Order.ID"
24574,"Medium",0.01,7.28,11.15,721,"Melvin Duke","Regular Air","Corporate","Office Supplies","Paper","Small Box","Array® Parchment Paper, Assorted Colors",0.37,"United States","Central","Indiana","Frankfort",46041,2015-04-11,2015-04-13,91054,-24.246,1,11.21,"Order.ID"
19601,"Medium",0.09,125.99,8.99,724,"Beverly Cooke Brooks","Regular Air","Consumer","Technology","Telephones and Communication","Small Box","SC7868i",0.55,"United States","East","Connecticut","Stratford",6614,2015-03-15,2015-03-16,90359,-605.374,1,100.38,"Order.ID"
19600,"Medium",0.1,17.98,4,727,"Lindsay Link","Regular Air","Consumer","Technology","Computer Peripherals","Small Box","Belkin 107-key enhanced keyboard, USB/PS/2 interface",0.79,"United States","East","Maine","Lewiston",4240,2015-03-15,2015-03-16,90359,-99.55,4,66.32,"Order.ID"
23436,"High",0.09,101.41,35,731,"June Herbert","Regular Air","Consumer","Office Supplies","Storage & Organization","Large Box","Tennsco Regal Shelving Units",0.82,"United States","East","Massachusetts","Burlington",1803,2015-04-26,2015-04-27,90362,-801.1548,12,1178.32,"Order.ID"
21950,"Not Specified",0.06,350.98,30,736,"Meredith Walters","Delivery Truck","Consumer","Furniture","Chairs & Chairmats","Jumbo Drum","Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat",0.61,"United States","East","New Hampshire","Salem",3079,2015-06-15,2015-06-17,90361,797.856,6,2016.32,"Order.ID"
23613,"Low",0.02,48.04,5.79,737,"Danny Vaughn","Regular Air","Consumer","Office Supplies","Paper","Small Box","Xerox 1937",0.37,"United States","East","New Jersey","Bloomfield",7003,2015-06-07,2015-06-14,90360,422.4525,12,612.25,"Order.ID"
21949,"Not Specified",0.02,70.98,46.74,738,"Peggy Rowe","Delivery Truck","Consumer","Furniture","Bookcases","Jumbo Box","Hon Metal Bookcases, Putty",0.56,"United States","East","New Jersey","Cranford",7016,2015-06-15,2015-06-16,90361,-178.216,4,313.63,"Order.ID"
21951,"Not Specified",0.04,27.48,4,741,"Stacey Hale","Regular Air","Consumer","Technology","Computer Peripherals","Small Box","Belkin MediaBoard 104- Keyboard",0.75,"United States","East","New Jersey","Summit",7901,2015-06-15,2015-06-17,90361,-26.656,15,397.17,"Order.ID"
19209,"Low",0.02,59.98,3.99,744,"Joy Maxwell","Regular Air","Corporate","Office Supplies","Appliances","Small Box","Belkin 8 Outlet SurgeMaster II Gold Surge Protector",0.57,"United States","West","Arizona","Oro Valley",85737,2015-01-28,2015-02-06,87725,-54.622,1,63.48,"Order.ID"
19210,"Low",0.03,5.18,5.74,744,"Joy Maxwell","Regular Air","Corporate","Office Supplies","Binders and Binder Accessories","Small Box","Wilson Jones Impact Binders",0.36,"United States","West","Arizona","Oro Valley",85737,2015-01-28,2015-02-01,87725,-126.81418,9,47.64,"Order.ID"
19638,"Medium",0.03,119.99,56.14,744,"Joy Maxwell","Delivery Truck","Consumer","Technology","Office Machines","Jumbo Box","Hewlett-Packard 2600DN Business Color Inkjet Printer",0.39,"United States","West","Arizona","Oro Valley",85737,2015-01-17,2015-01-19,87726,1400.1,13,1545.58,"Order.ID"
19505,"Low",0.09,125.99,8.99,744,"Joy Maxwell","Regular Air","Consumer","Technology","Telephones and Communication","Small Box","SC7868i",0.55,"United States","West","Arizona","Oro Valley",85737,2015-05-25,2015-06-02,87727,916.6806,20,2104.99,"Order.ID"
19639,"Medium",0.05,115.79,1.99,745,"Mary Page","Regular Air","Consumer","Technology","Computer Peripherals","Small Pack","Verbatim DVD-R, 4.7GB, Spindle, WE, Blank, Ink Jet/Thermal, 20/Spindle",0.49,"United States","West","Arizona","Peoria",85345,2015-01-17,2015-01-19,87726,67.5999999999999,3,353.1,"Order.ID"
20855,"Not Specified",0.09,27.75,19.99,750,"Jordan Wilkinson","Regular Air","Corporate","Office Supplies","Storage & Organization","Small Box","Fellowes Super Stor/Drawer®",0.67,"United States","South","Kentucky","Florence",41042,2015-01-12,2015-01-13,91200,-224.644,10,257.52,"Order.ID"
23629,"Low",0.06,130.98,54.74,751,"David Wrenn","Delivery Truck","Corporate","Furniture","Bookcases","Jumbo Box","O'Sullivan Elevations Bookcase, Cherry Finish",0.69,"United States","South","Kentucky","Georgetown",40324,2015-02-27,2015-03-06,91201,14.76,3,411.64,"Order.ID"
19679,"Critical",0.06,2.61,0.5,753,"Elisabeth Massey","Express Air","Corporate","Office Supplies","Labels","Small Box","Avery 479",0.39,"United States","West","Arizona","Prescott",86301,2015-03-11,2015-03-11,90438,10.85,1,17.59,"Order.ID"
19680,"Critical",0.01,6.35,1.02,753,"Elisabeth Massey","Regular Air","Corporate","Office Supplies","Paper","Wrap Bag","Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",0.39,"United States","West","Arizona","Prescott",86301,2015-03-11,2015-03-13,90438,97.6626,22,141.54,"Order.ID"
25291,"High",0.06,218.75,69.64,754,"Helen Lyons","Delivery Truck","Corporate","Furniture","Tables","Jumbo Box","BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables",0.77,"United States","West","Arizona","Prescott Valley",86314,2015-06-04,2015-06-05,90437,-453.2,4,905.4,"Order.ID"
25117,"Low",0.06,119.99,14,754,"Helen Lyons","Delivery Truck","Consumer","Technology","Office Machines","Jumbo Drum","Epson C82 Color Inkjet Printer",0.36,"United States","West","Arizona","Prescott Valley",86314,2015-04-12,2015-04-19,90439,-207.679788,2,243.86,"Order.ID"
25856,"Not Specified",0.03,37.94,5.08,757,"Neil Hogan","Regular Air","Home Office","Office Supplies","Paper","Wrap Bag","Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",0.38,"United States","West","Oregon","Tualatin",97062,2015-02-11,2015-02-13,90258,-7.5244,1,39.97,"Order.ID"
21110,"Low",0,20.99,3.3,759,"Bernice F Day","Regular Air","Small Business","Technology","Telephones and Communication","Small Pack","Accessory39",0.81,"United States","Central","Illinois","Quincy",62301,2015-05-29,2015-06-05,86639,-92.961,5,92.96,"Order.ID"
20377,"Not Specified",0,125.99,8.99,762,"Stuart Holloway","Regular Air","Small Business","Technology","Telephones and Communication","Small Box","5170i",0.57,"United States","West","Washington","Vancouver",98661,2015-04-27,2015-04-29,87525,613.89576,12,1362.2,"Order.ID"
18735,"Critical",0.1,31.78,1.99,767,"Jeffrey Mueller","Regular Air","Corporate","Technology","Computer Peripherals","Small Pack","Memorex 4.7GB DVD-RAM, 3/Pack",0.42,"United States","Central","Illinois","Rock Island",61201,2015-01-30,2015-02-01,86279,232.2816,11,336.64,"Order.ID"
18659,"Critical",0.08,30.73,4,770,"Geraldine Puckett","Regular Air","Small Business","Technology","Computer Peripherals","Small Box","Fellowes 17-key keypad for PS/2 interface",0.75,"United States","West","Oregon","Tualatin",97062,2015-03-19,2015-03-19,88667,-45.07,14,429.33,"Order.ID"
18660,"Critical",0.05,14.56,3.5,771,"Deborah Paul","Regular Air","Small Business","Office Supplies","Appliances","Small Box","Acco 6 Outlet Guardian Premium Surge Suppressor",0.58,"United States","West","Oregon","West Linn",97068,2015-03-19,2015-03-21,88667,-8.53,3,44.66,"Order.ID"
18661,"Critical",0,299.99,11.64,771,"Deborah Paul","Regular Air","Small Business","Technology","Copiers and Fax","Large Box","Brother DCP1000 Digital 3 in 1 Multifunction Machine",0.5,"United States","West","Oregon","West Linn",97068,2015-03-19,2015-03-21,88667,285.95,5,1619.95,"Order.ID"
22875,"Critical",0.08,7.77,9.23,772,"Jean Webster","Regular Air","Small Business","Office Supplies","Appliances","Small Box","Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags",0.58,"United States","East","Pennsylvania","Allentown",18103,2015-01-14,2015-01-16,88666,-209.25,7,56.44,"Order.ID"
22877,"Critical",0.1,18.97,9.54,772,"Jean Webster","Express Air","Small Business","Office Supplies","Paper","Small Box","Xerox 1939",0.37,"United States","East","Pennsylvania","Allentown",18103,2015-01-14,2015-01-16,88666,-9.1636,3,56.73,"Order.ID"
20967,"Low",0.02,4.06,6.89,772,"Jean Webster","Express Air","Small Business","Office Supplies","Appliances","Small Box","Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac",0.6,"United States","East","Pennsylvania","Allentown",18103,2015-05-17,2015-05-21,88668,12.706,12,64.41,"Order.ID"
20968,"Low",0.07,9.49,5.76,772,"Jean Webster","Regular Air","Small Business","Technology","Office Machines","Medium Box","Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",0.39,"United States","East","Pennsylvania","Allentown",18103,2015-05-17,2015-05-21,88668,7.71516,37,344.57,"Order.ID"
20434,"High",0.04,34.76,5.49,782,"Sarah N Becker","Regular Air","Small Business","Office Supplies","Storage & Organization","Small Box","Home/Office Personal File Carts",0.6,"United States","West","California","Whittier",90604,2015-04-29,2015-04-30,90962,192.5169,8,279.01,"Order.ID"
24773,"Low",0.02,100.98,35.84,783,"Carlos Byrd","Delivery Truck","Small Business","Furniture","Bookcases","Jumbo Box","Bush Westfield Collection Bookcases, Fully Assembled",0.62,"United States","East","Connecticut","Bristol",6010,2015-01-06,2015-01-06,90961,-134.912,6,614.99,"Order.ID"
22969,"Medium",0,8.34,4.82,786,"Jason Bray","Regular Air","Home Office","Office Supplies","Paper","Small Box","Southworth 25% Cotton Antique Laid Paper & Envelopes",0.4,"United States","West","California","Mission Viejo",92691,2015-04-06,2015-04-07,91513,-5.05,9,76.23,"Order.ID"
24629,"Not Specified",0.09,6.48,9.68,792,"Holly Pate","Regular Air","Corporate","Office Supplies","Paper","Small Box","Xerox 1993",0.36,"United States","Central","Oklahoma","Mustang",73064,2015-06-21,2015-06-22,88753,-204.16,16,99.92,"Order.ID"
18347,"Not Specified",0.06,8.6,6.19,796,"Amanda Conner","Regular Air","Corporate","Office Supplies","Binders and Binder Accessories","Small Box","Avery Printable Repositionable Plastic Tabs",0.38,"United States","Central","Nebraska","Papillion",68046,2015-03-11,2015-03-12,86867,-46.115,9,79.4,"Order.ID"
18184,"Not Specified",0.1,14.42,6.75,796,"Amanda Conner","Regular Air","Corporate","Office Supplies","Appliances","Medium Box","Holmes Odor Grabber",0.52,"United States","Central","Nebraska","Papillion",68046,2015-06-19,2015-06-22,86869,-20.104,1,15.49,"Order.ID"
19011,"Not Specified",0.04,9.11,2.25,797,"Eileen Riddle","Regular Air","Corporate","Office Supplies","Pens & Art Supplies","Wrap Bag","Dixon Ticonderoga Core-Lock Colored Pencils",0.52,"United States","West","Utah","Roy",84067,2015-06-01,2015-06-04,86868,-3.496,2,18.59,"Order.ID"
19012,"Not Specified",0.07,64.65,35,797,"Eileen Riddle","Regular Air","Corporate","Office Supplies","Storage & Organization","Large Box","Space Solutions Commercial Steel Shelving",0.8,"United States","West","Utah","Roy",84067,2015-06-01,2015-06-03,86868,-717.072,13,834.08,"Order.ID"
24851,"Low",0.09,6.48,6.86,797,"Eileen Riddle","Regular Air","Corporate","Office Supplies","Paper","Small Box","Xerox 204",0.37,"United States","West","Utah","Roy",84067,2015-03-06,2015-03-08,86870,-62.23,8,50.88,"Order.ID"
20001,"Not Specified",0.01,150.98,30,799,"Lee McKenna Gregory","Delivery Truck","Consumer","Furniture","Chairs & Chairmats","Jumbo Drum","Novimex Swivel Fabric Task Chair",0.74,"United States","South","South Carolina","Hilton Head Island",29915,2015-01-06,2015-01-08,89909,131.382,6,958.46,"Order.ID"
20002,"Not Specified",0.01,28.28,13.99,799,"Lee McKenna Gregory","Express Air","Consumer","Office Supplies","Storage & Organization","Medium Box","Eldon Portable Mobile Manager",0.58,"United States","South","South Carolina","Hilton Head Island",29915,2015-01-06,2015-01-08,89909,-89.292,12,368.84,"Order.ID"
20003,"Not Specified",0.03,35.99,1.1,799,"Lee McKenna Gregory","Regular Air","Consumer","Technology","Telephones and Communication","Small Box","Accessory35",0.55,"United States","South","South Carolina","Hilton Head Island",29915,2015-01-06,2015-01-07,89909,-211.036,1,30.86,"Order.ID"
19265,"Low",0.04,50.98,6.5,800,"Cheryl Guthrie","Regular Air","Consumer","Technology","Computer Peripherals","Small Box","Microsoft Natural Multimedia Keyboard",0.73,"United States","West","Utah","Roy",84067,2015-03-28,2015-04-03,89910,-13.28,11,568.25,"Order.ID"
19266,"Low",0.02,6.48,5.14,800,"Cheryl Guthrie","Regular Air","Consumer","Office Supplies","Paper","Small Box","Xerox 23",0.37,"United States","West","Utah","Roy",84067,2015-03-28,2015-03-30,89910,-48.68,19,126.66,"Order.ID"
22484,"Medium",0.03,35.99,5,803,"Marianne Goldstein","Regular Air","Small Business","Technology","Telephones and Communication","Small Box","Accessory27",0.85,"United States","South","Florida","New Smyrna Beach",32168,2015-04-29,2015-04-30,90048,-184.548,3,93.82,"Order.ID"
5722,"Critical",0.06,179.99,13.99,806,"Judy Singer","Express Air","Small Business","Technology","Telephones and Communication","Medium Box","VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine",0.57,"United States","South","Florida","Miami",33132,2015-01-09,2015-01-11,40547,1220.03784,54,8332.91,"Order.ID"
21942,"Low",0.09,5.84,0.83,820,"Catherine Mullins","Regular Air","Small Business","Office Supplies","Pens & Art Supplies","Wrap Bag","Avery Hi-Liter® Smear-Safe Highlighters",0.49,"United States","West","Washington","Walla Walla",99362,2015-05-21,2015-05-25,90244,-2.87,1,5.9,"Order.ID"
20661,"Low",0.04,6.24,5.22,823,"Christian Albright","Regular Air","Small Business","Furniture","Office Furnishings","Small Box","Eldon Expressions Mahogany Wood Desk Collection",0.6,"United States","South","Tennessee","Smyrna",37167,2015-01-12,2015-01-17,89257,4.3809,13,80.23,"Order.ID"
20663,"Low",0.09,260.98,41.91,824,"Joann Moser","Delivery Truck","Small Business","Furniture","Bookcases","Jumbo Box","Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",0.59,"United States","South","Tennessee","Spring Hill",37174,2015-01-12,2015-01-19,89257,-100.744,8,2044.9,"Order.ID"
21350,"Critical",0,11.97,4.98,825,"Marvin Hunt","Regular Air","Home Office","Office Supplies","Appliances","Small Box","Staples 6 Outlet Surge",0.58,"United States","Central","Texas","Abilene",79605,2015-05-21,2015-05-24,89258,3.384,4,53.3,"Order.ID"
24842,"Medium",0.01,6.98,1.6,827,"Sheryl Marsh","Regular Air","Home Office","Office Supplies","Paper","Wrap Bag","Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",0.38,"United States","Central","Texas","Amarillo",79109,2015-05-25,2015-05-26,89259,0.346,3,21.93,"Order.ID"
